commName,state,fold,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,pctUrban,medIncome,pctWFarmSelf,pctWInvInc,pctWPubAsst,pctWRetire,perCapInc,PctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,FemalePctDiv,PctFam2Par,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,PctImmigRec10,PctRecImmig5,PctRecImmig8,PctNotSpeakEnglWell,PctLargHouseFam,PersPerOccupHous,PersPerRentOccHous,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,larcPerPop,pctMinority,PctLarcPerPop,PctSingleParent,CommTransience,PctVacant,TotalHomeless,PctUnhoused
Palm Springs,CA,8,40181,4.51,83.15,3.34,18.68,99.82,27538,0.5,41.98,6.46,16.07,19725,12.6,22.92,20.36,5.41,54.34,4.58,20.73,7.57,17.94,66.62,64.84,1058,3.37,49.94,6.13,8.18,5.08,5.47,2.13,2.17,7.37,67.07,2,11895,61.02,0.35,17.7,1973,3.03,0.46,141200,108200,217,563,32.3,27.2,13.9,38,2,20.16,30.24,42.14,65.1,84.11,79.3,506.7,3.07,4707.03,16.849999999999994,11.714566586197456,33.379999999999995,54.17,38.98,40,0.1
Galesburg,IL,8,33530,8.37,88.59,0.87,3.85,0,22469,1.03,42.99,9.38,17.69,11982,17.86,25.01,13.9,7.32,52.57,19.79,27.4,18.29,14.53,67.77,68.05,857,3.15,21.29,0.31,0.39,1,3.41,2.3,2.02,0.96,51.26,2,1050,92.67,2.38,46.1,1948,4.93,0.25,37100,27500,116,296,27.1,16.5,13.2,19,0,1.99,76.98,52.16,79.68,91.33,17.5,1917.3,1.06,3705.79,11.409999999999997,11.05216224276767,32.230000000000004,30.39,7.329999999999998,19,0.06
Manteca,CA,8,40773,1.48,89.52,3.46,17.76,0,35083,0.82,29.32,12.42,15.32,12813,9.88,25.12,10.11,6.97,62.15,19.16,18.08,19.04,14.48,75.51,61.59,997,3.37,33.92,1.33,1.94,2.48,7.55,3.02,2.96,7.42,41.49,3,541,96.13,1.48,23.11,1976,3.79,0.49,140500,57000,177,542,25.5,25.3,12.1,8,0,7.06,61.94,38.83,67.55,91.46,9.1,4462.9,0,4508.81,10.480000000000004,11.058322909768721,24.489999999999995,43.89,3.8700000000000045,8,0.02
Menomonee Falls,WI,8,26840,0.28,98.83,0.54,0.6,100,42315,0.94,65.87,2.27,17.29,17074,2.82,15.08,19.94,3.27,69.89,27.02,20.87,13.7,7.59,86.5,77.15,115,0.53,7.12,0.07,0.13,0.3,3.44,2.71,2.04,0.98,25.43,3,226,97.75,1.33,25.66,1962,0.22,0.14,87600,23800,159,507,24.4,19.8,13.5,0,0,2.35,82.88,64.45,77.01,95.45,34.5,778.5,0.78,2088.78,1.1700000000000017,7.782339791356185,13.5,25.22,2.25,0,0
Cloquet,MN,8,10885,0.07,92.22,0.38,0.41,0,22405,0.55,39.29,9.63,21.28,11168,13.12,26.85,13.33,9.67,52.9,21.68,24.23,18.29,11.94,70.79,72.32,205,1.96,0,0,0,0.25,4.23,2.44,2.02,1.66,45.61,3,179,96.09,3.35,42.46,1954,3.48,1.22,42400,26500,164,285,26.3,17.1,12.2,26,0,1.35,81.6,59.31,87.01,94.33,36.5,298.2,1.49,3553.16,7.780000000000001,32.64271933853927,29.209999999999994,24.03,3.9099999999999966,26,0.24
Vermillion,SD,8,10034,0.58,93.94,1.45,0.99,0,16478,2.69,46.97,3.97,8.99,8342,30.65,13.14,44.25,6.8,58.31,3.08,48.68,7.67,7.39,70.33,71.4,173,3.27,70.59,1.04,1.14,0.67,4.06,2.32,2.02,2.5,53.3,2,153,95.54,0.65,37.91,1965,4.03,0,51600,29600,135,286,33.2,20.5,12.1,0,0,1.69,57.8,26.93,42.29,76.89,3.2,3131.7,0,2077.58,6.060000000000002,20.705401634442893,29.67,57.66,4.459999999999994,0,0
Fairfield,AL,8,12200,75.02,24.75,0.12,0.18,100,21085,0.31,19.57,9.23,19.36,9834,20.54,28.75,17.11,8.52,54.07,12.73,32.27,15.66,15.64,58.34,80.08,527,4.85,52.31,0.07,0.07,0.36,6.31,2.59,2.44,3.15,46.13,3,420,91.58,8.81,35.71,1957,5.06,0.4,50500,35900,166,314,26.3,20.3,13.6,0,5,0.53,87.16,60.27,90.55,93.78,3.5,3509.8,2.63,5734.42,75.25,47.00344262295082,41.66,20.67,8.420000000000002,5,0.04
Westport,MA,8,13852,0.14,99.08,0.45,0.64,38.69,37092,2.36,49.33,6.68,16.37,15525,4.32,31.08,18.72,7.45,63.1,20.39,20.27,15.22,7.95,85.68,79.27,100,0.97,3.17,0,0,2.28,4.9,2.8,2.2,1.47,33.68,3,929,84.2,3.88,82.13,1962,0.28,0.65,149600,81100,217,515,23.1,20.1,14.9,0,0,5.46,81.22,74.79,94.42,96.61,51.9,267.1,0.55,876.65,0.9200000000000017,6.328688997978631,14.319999999999993,16.52,15.799999999999997,0,0
Montclair,CA,8,28434,9.43,61.63,6.79,38.16,100,33084,1.05,28.06,12.11,13.41,11530,16.75,31.87,10.12,7.57,64.4,23.63,18.3,21.56,15.17,70.88,62.1,963,4.4,57.53,7.86,9.43,10.37,15.39,3.29,3.49,17.76,47.22,3,377,95.77,2.39,12.47,1964,4.31,0.47,134700,44400,193,613,33.6,24.5,11.7,25,20,20.71,50.27,43.39,59.77,89.3,5.2,5434.6,1.8,6529.09,38.37,22.962263487374273,29.120000000000005,48.86,4.230000000000004,45,0.16
Vandalia,OH,8,13882,0.42,98.64,0.7,0.41,100,34835,1.19,42.38,3.16,16.17,15627,3.98,19.58,16.17,4.39,67.49,23.95,18.47,15.08,13.83,76.97,77.44,65,0.65,35.05,0,0.27,0.25,2.1,2.4,1.93,0.95,38.78,3,153,97.39,0,15.69,1966,1.54,0,76900,36800,110,404,21.5,18.3,11.4,0,0,1.4,73.33,53.36,85.26,93.52,11.3,1230,1.32,2418.55,1.3599999999999994,17.422201411900303,23.03,29.35,2.6099999999999994,0,0
Fillmore,CA,8,11992,0.21,75.43,0.87,59.3,0,33482,1.12,31.36,12.31,14.62,10674,13.23,43.22,8.59,6.59,61.72,13.86,15.33,22.36,9.92,79.38,68.08,202,2.23,36.55,5.57,7.5,18.56,17.99,3.45,3.76,22.82,51.63,2,128,96.37,0.78,21.09,1968,4.2,0.8,189700,72700,323,649,31.6,25.3,11.2,0,0,24.87,54.69,50.82,84.01,92.29,2.7,4383,0.37,1460.56,24.569999999999993,12.179452968645764,20.620000000000005,36.83,3.6299999999999955,0,0
Bentonville,AR,8,11257,0.24,97.49,0.87,1.43,0,24604,0.79,39.1,5.38,13.16,12073,9.23,23.53,12.43,3.63,62.69,18.43,14.92,22.62,14.25,77.51,74.78,80,0.84,41.22,0.22,0.44,0.82,4.64,2.59,2.47,3.35,39.47,3,216,95.18,4.17,44.91,1974,8.98,0.09,53900,31400,99,377,25.4,20.5,12.1,0,0,1.16,41.88,42.61,72.06,77.89,15.2,741.8,0.43,2565.98,2.510000000000005,22.794527849338188,22.489999999999995,47.82,4.819999999999993,0,0
West Springfield,MA,8,27537,1.39,96.01,1.12,2.96,100,32194,0.5,43.68,6.78,20.77,15905,8.34,21.38,19.23,5.2,63.83,19,22.88,13.54,12.65,71.97,68.45,471,2.34,28.97,0.93,1.46,1.32,3.06,2.36,1.94,1.5,52.67,2,618,94.89,1.46,31.23,1955,2.18,0.16,130800,59700,176,495,25.2,20.5,13.1,8,0,5.49,75.33,57.88,90.51,93.38,17.4,1586.6,2.01,4324,3.989999999999995,15.702509351054944,28.03,25.43,5.109999999999999,8,0.03
Washington,DC,8,606900,65.84,29.6,1.85,5.39,100,30727,0.5,34.26,8.94,17.44,18881,16.87,26.85,33.31,7.03,61.62,4.29,33.61,7.37,16.18,41.96,72.92,70523,18.2,57.55,3.59,4.69,2.55,8.96,2.26,2.12,8.25,67.33,2,28855,89.64,17.4,44.05,1947,4.22,0.81,123900,172000,301,479,25.4,20.5,12.8,4682,131,9.7,39.34,53.49,76.61,76.61,63.6,9538.9,37.3,5679.78,70.4,0.9358675234799801,58.04,43.52,10.36,4813,0.79
Antioch,CA,8,62195,2.61,85.42,4.83,15.63,100,40936,0.87,37.17,8.91,14.95,15153,9.12,17.42,14.87,6.63,66.64,15.7,17.98,12.81,14.89,74.43,66.64,1415,3.42,38.14,1.49,2.16,2.29,5.58,2.89,2.76,4.93,35.84,3,1572,93.16,1.21,11.32,1975,2.24,0.09,156900,74200,225,635,30.4,25.8,11.8,48,26,7.74,61.11,41.64,76.27,90.72,20.3,3065.6,2.14,2804.35,14.579999999999998,4.508963743066163,25.569999999999993,40.33,6.840000000000003,74,0.12
Bismarck,ND,8,49256,0.11,96.67,0.44,0.66,100,28223,3.86,48.51,4.75,11.76,13339,9.65,16.58,26.39,4.41,69.16,5.01,29.2,8.3,10.11,78.39,81.95,503,1.3,22.44,0.11,0.18,0.67,3.19,2.48,1.94,1.38,45.97,3,723,96.39,0.28,24.76,1971,2.22,0.28,67900,29400,139,347,23.3,20.5,12,49,2,1.23,78.91,51.2,77.75,93.49,25.2,1953.7,0.13,3355.48,3.3299999999999983,6.812327432191003,21.61,30.71,3.6099999999999994,51,0.1
Hopewell,NJ,8,11590,4.18,93.8,1.39,1.45,19.48,65522,4.79,72.63,1.71,19.27,29397,1.81,11.44,46.09,2.15,66.38,12.11,37.22,3.89,6.13,90.34,67.26,25,0.32,12.38,0.35,0.5,0.71,3.46,2.83,2.25,0.38,13.09,3,147,96.39,1.36,36.73,1960,0,0.22,228000,152700,325,708,31.3,20.2,13.4,0,0,5.57,58.14,69.96,85.05,92.29,60.2,192.4,2.98,5012.17,6.200000000000003,43.245642795513376,9.659999999999997,28.95,3.6099999999999994,0,0
Miamisburg,OH,8,17834,0.8,98.24,0.73,0.48,100,32436,0.97,42.35,6.07,19.25,13678,7.73,23.03,14.92,4.12,63.41,28.1,19.26,16.65,11.48,79.08,66.85,242,1.81,4.57,0,0.04,0.23,3.08,2.62,2.28,1.3,38.33,3,208,96.96,1.92,35.1,1964,3.75,0.12,73400,41200,133,405,24.5,16.9,11.7,0,0,0.98,71.96,51.08,86.32,92.69,9.8,1816.4,1.2,4313.19,1.7600000000000051,24.18520802960637,20.92,30.21,3.0400000000000063,0,0
Ozark,AL,8,12922,24.49,73.68,0.87,1.49,0,23078,1.1,27.07,9.21,19.69,10517,16.73,28.02,14.69,7.05,56.13,12.8,24.15,15.13,13.61,70.49,67.92,286,2.49,12.32,0.05,0.12,0.16,4.53,2.52,2.42,3.01,37.22,3,635,88.7,1.89,45.2,1968,11.73,0.36,52500,32700,183,286,22.9,19.6,13.4,0,0,2.14,57.65,49.18,74.46,80.74,17.2,753.2,0.13,3718.73,26.319999999999993,28.7782851,29.510000000000005,39.57,11.299999999999997,0,0
West Jordan,UT,8,42892,0.28,94.01,1.92,6.49,98.86,33273,0.75,32.44,4.6,6.71,9434,6.98,13.65,15.91,3.67,75.04,18.45,18.74,16.8,10.51,83.91,70.39,288,0.94,30.64,0.18,0.28,0.75,20.78,3.83,2.93,6.88,28.39,3,497,95.73,1.21,37.42,1979,1.46,0.04,67600,28500,137,401,25.7,22.2,13.4,0,0,2.22,74.18,54.33,88.21,92.8,27.8,1542.4,2.13,2649.45,5.989999999999995,6.177026018838011,16.090000000000003,27.76,4.269999999999996,0,0
Rahway,NJ,8,25325,20.21,75.39,2.39,7.55,100,40776,0.51,47.67,3.31,19.74,17383,6.42,22.83,17.78,5.36,64.77,22.44,20.91,13.59,10.85,75.06,68.31,548,3.2,37.23,2.2,3.08,2.29,5.14,2.62,2.21,3.13,44.96,3,366,96.34,5.74,40.44,1952,1.82,0.18,151100,45600,196,611,25.6,24.6,17,0,3,10.64,66,64.92,83.55,93.49,4.1,6127.2,7.62,2143.44,24.61,8.463731490621914,24.939999999999998,28.51,3.6599999999999966,3,0.01
Red Bank,NJ,8,10636,26.41,68.87,1.78,5.86,100,36879,0.56,52.08,5.88,22.82,19091,9.71,23.97,28.04,6.12,59.69,10.35,30.75,12.43,14.16,64.84,67.49,453,5.69,29.33,2.15,2.31,1.44,6.52,2.19,1.98,3.29,61.58,2,429,91.61,10.72,55.71,1946,4.27,0.43,155400,76100,283,644,27.3,23.4,19.2,0,6,8.62,59.04,58.95,86.39,91.17,1.9,5733.1,8.71,5349.47,31.129999999999995,50.29588191049267,35.16,31.87,8.39,6,0.06
Morris,NJ,8,19952,5.88,90.35,3.1,2.03,93.79,74124,1.06,70.64,2.13,15.42,34754,3,9.03,53.11,2.75,67.65,13.8,28.97,4.5,7.24,88.77,61.59,71,0.53,35.5,2.7,3.07,1.16,3.76,2.66,2.02,0.46,21.06,3,291,96.06,0.69,39.52,1963,0.23,0.09,297900,152600,284,887,24.7,21.4,13.1,49,0,10.65,46.84,59.42,76.27,84.59,16.3,1220.4,6.12,1049.93,9.650000000000006,5.2622794707297516,11.230000000000004,39.16,3.9399999999999977,49,0.25
San Mateo,CA,8,85486,3.58,78.57,13.31,15.48,100,42894,0.9,53.23,3.67,16.27,22746,6.16,14.73,30.16,4.25,67.58,11.86,19.86,8.79,14.45,76.33,73.35,1396,2.51,43.52,6.21,8.46,6.8,5.48,2.36,2.24,7.12,59.47,2,1448,96.08,0.83,17.06,1957,0.81,0.2,349800,188000,331,788,28.2,25.9,11.1,297,136,23.99,45.57,50.37,77.79,88.59,12.6,6758.9,6.79,2419.66,21.430000000000007,2.830475165524179,23.67,42.09,3.9200000000000017,433,0.51
Bedford,MI,8,23748,0.18,98.8,0.44,1.18,74.45,40982,1.59,49.86,3.93,17.07,15456,4.24,18.49,14.77,5.93,64.35,25.61,20.72,18.46,8.75,84.39,67.02,166,0.91,4.79,0.06,0.06,0.39,4.97,2.94,2.51,1.3,21.43,3,181,97.8,3.31,42.54,1964,1.39,0.12,71200,37100,183,440,21.5,16.3,12.7,0,0,1.23,19.68,62.52,77.64,81.01,40.5,586.4,0.57,912.88,1.2000000000000028,3.8440289708607045,15.61,46.72,2.200000000000003,0,0
Anniston,AL,8,26623,44.33,54.5,0.68,0.8,100,19099,0.56,27.94,10.83,18.44,11371,24.4,32.98,17.94,11.53,48.81,19.64,24.14,18.5,15.82,57.07,67.31,1619,6.83,33.42,0.23,0.44,0.27,4.98,2.42,2.38,2.87,46.68,3,1293,89.31,4.02,47.72,1958,9.26,0.58,49700,45700,175,301,24.9,20.1,13.5,21,10,1.4,73.73,54.49,80.92,87.35,20.9,1272.1,0.73,7617.14,45.5,28.611125718363823,42.93,30.29,10.689999999999998,31,0.12
Leominster,MA,8,38145,2.25,93.08,1.63,8.29,100,35974,0.49,39.71,6.47,15.81,15960,7.18,24.83,19.31,7.11,65.82,31.05,20.32,16.63,11.23,78.18,73.2,648,2.32,29.73,1.24,1.65,3.48,3.71,2.54,2.26,2.28,52.13,2,699,95.5,0.72,35.34,1960,1.52,0.68,137200,52800,218,524,24.8,22.6,13.9,13,0,7.63,70.06,54.85,82.47,89.53,29.9,1275.1,0.74,2814.19,6.920000000000002,7.377611744658539,21.819999999999993,30.87,4.5,13,0.03
Easley,SC,8,15195,12.49,86.65,0.3,0.84,0,26674,0.25,33.13,6.94,14.94,13137,10.72,35.79,16.24,5.31,62.94,29.97,18.96,21.44,12.07,73.72,76.23,522,4.29,43.88,0.52,0.57,0.17,3.25,2.52,2.39,2.91,41.18,3,404,93.64,1.24,44.06,1968,8.37,0.19,61200,45000,148,334,22,17.5,12.5,0,0,1.29,74.47,58.12,79.59,90.83,10.3,1479.3,0,1954.22,13.349999999999994,12.86094109904574,26.28,29.27,6.359999999999999,0,0
Glen Rock,NJ,8,10883,2.21,91.69,5.95,1.9,100,65976,0.59,68.08,1,19.48,27754,1.54,6.02,53.23,2.24,65.01,14.75,29.4,3.28,6.46,91.88,62.72,49,0.61,41.35,3.23,3.61,1.02,3.15,2.83,2.42,0.39,12.34,3,112,97.17,0,36.61,1950,0.1,0.1,255500,89000,266,1001,29.1,23.3,15,0,0,9.51,43.35,72.01,84.73,89.1,2.8,3858.7,13.55,1025.42,8.310000000000002,9.422218138380961,8.120000000000005,33.3,2.8299999999999983,0,0
Watertown,MA,8,33284,1.3,96.06,2.23,1.97,100,43490,0.78,59.34,4.89,17.3,20382,5.64,16.24,41.43,4.59,67.98,15.34,34.68,7.38,8.23,77.9,72.55,439,2.08,30.19,2.84,3.79,3.75,3.3,2.3,2.17,1.35,60.9,2,558,96.22,1.25,39.43,1939,0.66,0.21,196700,74200,380,813,23.5,19.8,14.5,0,0,16.71,58.53,56.97,77.6,85.98,4.3,7816.8,16.45,3518.1,3.9399999999999977,10.569943516404278,22.099999999999994,35.63,3.780000000000001,0,0
Freehold,NJ,8,10742,18.26,73.47,2.73,11.34,100,40327,0.96,42.28,5.53,16.74,15452,8.11,26.45,21.7,6.58,65.42,12.23,25.73,15.17,12.77,71.64,66.4,672,8.37,60.99,2.38,3.65,3.9,8.47,2.78,2.68,5.91,45.58,3,215,94.7,3.26,39.07,1956,4.4,0.59,137600,56100,292,663,29.4,24.7,14.7,0,0,7.33,61.96,57.45,79.74,86.13,2.1,5191.4,5.05,3577.25,26.53,33.30152671755725,28.36,33.62,5.299999999999997,0,0
Davis,CA,8,46209,3.01,79.75,13.16,7.41,100,29044,1,59.72,3.33,10.77,15269,25.47,5.02,63.78,5.43,63.15,4.16,50.43,4.23,10.19,75.19,70.34,265,1.38,52.1,4.21,5.91,1.23,2.83,2.46,2.38,5.51,53.15,2,356,98.05,1.69,13.76,1973,0.84,0.09,191300,93500,237,588,35.1,22,11.1,0,0,13.92,51.48,26.95,46,84.33,8.7,5282.2,3.34,4977.64,20.25,10.77201410980545,24.810000000000002,58.52,1.9500000000000028,0,0
Darien,CT,8,18196,0.41,97.15,2.04,1.87,100,89395,1.27,74.04,1.72,15.83,51795,1.91,6.27,59.34,3.31,63.72,13.81,21.4,3.32,7.14,90.55,46.14,53,0.42,36.35,2.43,3.23,1.07,3.69,2.82,2.49,0.48,13.64,4,254,96.18,1.57,36.61,1950,0.09,0.33,462500,170601,302,1001,23.7,22,12,10,0,10.9,32.48,63.72,80.6,81.13,13.3,1366.4,24.42,3210.61,2.8499999999999943,17.644592218069906,9.450000000000003,41.07,3.819999999999993,10,0.05
Crowley,LA,8,13983,30.68,68.8,0.31,0.42,0,13804,2.42,22.48,18.71,9.95,8254,34.58,46.75,11.22,11.14,44.56,14.22,23.78,20.15,14.48,60.23,57.18,1050,8.09,14.63,0.04,0.04,2.02,6.72,2.69,2.8,6.27,46.61,3,695,88.01,3.74,64.89,1957,13.3,0.99,41300,36200,107,244,31.4,21.5,14.5,0,0,0.29,93.14,58.98,92.19,97.69,4.7,2957.5,0.98,4726.62,31.200000000000003,33.80261746406351,39.77,18.56,11.989999999999995,0,0
Lynwood,CA,8,61945,23.65,23.96,2.22,70.33,100,25961,0.26,13.03,16.62,10.92,7260,21.84,59.08,3.91,12.46,53.9,35.24,12.98,35.32,12.45,66.58,50.31,4628,10.37,50.37,12.16,15.88,25.73,32.47,4.29,4.2,46.84,77.12,2,367,97.47,5.18,24.52,1954,7.16,1.2,136000,55500,188,553,32.3,29.3,12.2,57,0,43.94,40.2,51,88.63,90.12,5,12310.2,6.21,1361.81,76.03999999999999,2.1984179514085076,33.42,40.06,2.530000000000001,57,0.09
Berkeley,CA,8,102724,18.77,62.14,14.78,8.36,100,29737,0.8,54.24,7.82,12.99,18720,17.54,9.68,58.67,5.62,62.44,6.93,49.12,4.76,15.17,61.32,70.54,2535,5.52,47.56,4.68,6.83,2.6,4.16,2.1,1.85,4.55,68.18,2,2282,95.01,4.86,46.76,1939,1.51,0.46,261000,196500,218,426,27.1,25,12.3,496,269,16.82,42.16,44.38,65.17,85.85,10.8,9483.4,16.28,7888.81,37.86,7.679617226743507,38.68,49.43,4.989999999999995,765,0.74
Cambridge,MD,8,11514,44.23,54.82,0.39,0.92,0,20185,0.23,28.05,13.55,17.17,11006,21.96,39.18,9.78,7.47,54.91,32.31,21.44,25.66,16.03,44.35,74.72,1342,13.88,34.25,0.14,0.22,1.14,3.93,2.33,2.33,2.45,58.01,2,519,90.13,5.97,54.53,1953,14.71,0.11,60200,39800,148,321,24.3,19.3,14.5,0,0,0.63,83.41,59.28,89.23,94.54,6.8,1682.7,0.52,5631.17,45.18,48.90715651,55.65,22.69,9.870000000000005,0,0
Atlanta,GA,8,394017,67.07,31.05,0.89,1.91,100,22275,0.65,26.67,13.64,11.25,15279,27.29,30.13,26.65,9.13,56.97,9.41,25.11,13.9,18.83,40.37,63.98,43400,15.55,59.91,1.24,1.62,1.19,7.82,2.4,2.27,6.49,63.74,2,27002,85.22,12.77,34.35,1958,9.05,0.76,71200,104300,266,422,28.7,22.6,14.7,2431,60,3.39,66.91,49.85,77.51,86.94,136.5,2886,20.4,7728.45,68.95,1.9614509018646402,59.63,35.24,14.780000000000001,2491,0.63
Blaine,MN,8,38975,0.33,97.15,1.37,1.02,99.14,40404,0.93,40.45,3.65,7.88,13841,5.23,12.71,14.63,4.52,79.91,27.75,17.38,19.03,11.75,81.1,81.15,439,1.71,27.43,0.24,0.29,0.33,4.54,3.04,2.6,2.46,29.9,3,351,97.34,0.57,20.23,1977,0.52,0.05,80600,26300,182,539,27,21,11.6,0,1,1.48,78.41,54.4,75.49,94.4,35,1114,2.07,4656.76,2.8499999999999943,11.948069275176396,18.900000000000006,30.57,2.6599999999999966,1,0
Gilbert,AZ,8,29188,1.59,90.32,1.71,11.59,98.03,41081,1.77,37.49,2.89,7.94,14665,6.18,9.23,29.04,4.24,75.37,19.66,21.52,10.16,11.35,83.43,68.03,304,1.68,33.25,1.01,1.27,1.07,9.42,3.11,2.63,4.95,34.14,3,1274,88.04,0.86,26.77,1986,1.74,0.11,108500,58900,170,478,24.1,25.4,13.2,0,0,4.05,34.46,20.41,61.82,66.22,28.1,1037.8,0.47,2209.36,9.680000000000007,7.569412087159106,16.569999999999993,61.1,11.959999999999994,0,0
Burlington,NJ,8,12454,21.1,74.35,2.67,3.66,90.14,39618,0.95,40.37,5.6,19.03,15924,4.95,22.02,15.22,4.56,67.06,18.61,18.91,15.55,11.92,70.71,74.92,549,6.42,34.96,0.92,1.32,1.17,4.88,2.64,2.17,3.26,48.67,3,219,95.31,1.37,35.62,1963,2.11,0.28,117800,57700,76,523,23.1,21.6,14.2,53,0,5.42,56.86,56.52,84,92.47,14,892.5,3.49,3381.19,25.650000000000006,27.149429902039508,29.290000000000006,34.21,4.689999999999998,53,0.43
New Bedford,MA,8,99922,4.07,87.55,0.4,6.66,100,22647,0.37,33.87,17.15,17.48,10923,16.78,50.34,9.72,12.16,52.14,27.76,20.82,25.85,13.49,63.01,66.4,4066,5.12,23.96,2.66,3.83,10.41,4.7,2.51,2.34,2.84,48.26,3,2972,92.88,8.38,42.83,1939,3.91,0.52,115900,50900,231,404,27.2,22.3,14.5,83,15,20.88,68.17,60.73,91.19,93.47,20.9,4790,3.47,2456.41,12.450000000000003,2.458327495446448,36.99,26.64,7.1200000000000045,98,0.1
Perkins,OH,8,10793,5.74,92.63,1.04,0.94,0,38725,1.72,56.08,5.08,20.01,16048,4.97,22.79,16.17,3.91,56.9,26.85,23.95,16.31,7.95,84.69,69.75,160,1.81,22.87,0.31,0.31,0.41,3.71,2.73,2.42,0.99,21.69,3,171,95.61,1.75,33.92,1964,0.91,0.49,78000,39500,148,380,26.9,16.7,11.9,0,0,2.07,74.38,61.85,87.54,94.48,26.8,402.5,0.26,3075.67,7.3700000000000045,28.49689613638469,15.310000000000002,25.41,4.390000000000001,0,0
Ontario,CA,8,133179,7.3,64.62,3.89,41.7,100,35788,0.67,26.04,9.73,11.11,12120,13.56,31.47,10.98,7.32,65.29,23.1,15.77,20.3,14.44,73.79,62.38,4898,5.3,53.61,6.84,9.24,11.91,14.6,3.28,3.34,16.44,50.67,2,2259,94.69,1.37,15.1,1973,5.37,0.37,143200,56300,228,629,29.8,25.7,11.6,145,37,22.77,51.82,39.68,63.07,88.83,38.1,3498.5,0.91,3562.28,35.379999999999995,2.6748060880469144,26.209999999999994,48.48,5.310000000000002,182,0.14
Chandler,AZ,8,90533,2.56,85.18,2.38,17.28,98.85,38124,0.67,36.13,3.8,9.67,14720,9.69,14.24,26.2,4.54,74.41,22.97,19.81,11.08,13.85,78.24,69.25,1126,1.97,51.07,1.89,2.81,3.25,6.35,2.86,2.66,6.23,44.13,3,3477,90.06,1.35,26.32,1983,4.66,0.31,90300,35100,184,517,25.6,24.2,12.3,0,14,7.04,31.99,32.91,70.36,73.81,49.3,1837.6,0.69,3290.66,14.819999999999993,3.634763014591364,21.760000000000005,54.91,9.939999999999998,14,0.02
Garfield,NJ,8,26727,2.24,93.83,1.66,9.05,100,31649,0.54,44.87,3.55,15.93,14963,7.41,39.87,11.49,6.34,61.85,27.98,13.31,22.05,10.55,75.58,65.24,198,1.11,39.97,5.99,8.06,7.9,3.99,2.44,2.34,3.62,68.8,2,512,95.53,0.78,45.31,1941,1.98,0.59,172900,52000,235,615,24.4,27.3,19.3,0,0,24.34,60.24,59.86,80.98,90.31,2.2,12109,4.68,1772.01,6.170000000000002,6.6300370411942975,24.42,32.97,4.469999999999999,0,0
Pampa,TX,8,19959,4.44,88.35,0.53,8.94,0,24472,3.19,37.18,5.34,14.97,12981,14.29,29.41,12.71,5.71,55.46,15.23,17.61,18.77,11.21,78.76,61.29,81,0.48,47.23,0.71,0.87,2.11,3.71,2.48,2.41,3.32,48.44,3,1516,84,3.17,68.21,1956,8.88,1,36300,35300,152,342,25.5,17.7,12.7,0,0,3.52,65.48,57.65,82.64,93.14,9,2207.9,0.07,2745.71,11.650000000000006,13.756751340247508,21.239999999999995,31.41,16,0,0
Malden,MA,8,53884,4.18,89.39,5.22,2.63,100,34344,0.57,42.44,6.55,16.26,15820,7.55,22.12,20.12,7.65,64.52,13.93,24.7,11.79,10.7,72.56,67.69,1236,3.43,49.51,3.9,5.29,3.04,5.15,2.43,2.1,2.59,60.99,2,1296,94.42,2.08,26.16,1939,1.61,0.26,162900,48800,318,651,26.7,22.1,14.7,128,4,13.58,74.16,57.97,81.99,91.11,5.3,10219.2,24.37,1578.19,10.61,2.9288657115284686,27.439999999999998,28.63,5.579999999999998,132,0.24
Clearwater,FL,8,98784,8.97,89.13,1.03,2.92,100,26473,0.5,48.68,4.52,22.4,16726,10.65,19.78,20.36,4.8,54.33,10.93,21.78,8.39,15.15,65.94,72.2,2329,3.03,28.61,1.26,1.85,1.24,2.71,2.17,2.04,2.15,69.5,2,9695,81.99,1.11,27.45,1972,5.04,0.16,82100,55000,179,464,28.1,23.1,11.9,217,36,8.18,19.78,46.11,72.93,77.26,25.8,3833,1.55,4505.63,10.870000000000005,4.561092889536767,34.06,53.73,18.010000000000005,253,0.26
Carrollton,GA,8,16029,29.47,69.3,0.64,1.54,0,20565,0.91,27.24,9.84,11.3,11647,21.22,35.69,20.73,7.5,55.98,23.83,24.47,23.11,12.63,57.02,71.53,850,7.97,53.27,0.75,1.06,0.57,4.36,2.32,2.21,2.99,61.19,2,690,89.51,0.58,37.25,1970,12.99,0.24,65700,53700,168,341,26.5,19.3,11.9,0,219,2.1,73.09,38.34,68.22,90.29,15.3,1045.2,0.72,5932.45,30.700000000000003,37.01073055087654,42.98,40.12,10.489999999999995,219,1.37
